Review #,Brand,Style,Country,Stars,Codes
1449,Nissin,Cup,Singapore,4,SGP
1448,Nissin,Pack,Singapore,4.25,SGP
1447,Nissin,Cup,Singapore,4,SGP
1446,Myojo,Tray,Japan,4.5,JPN
1445,MyKuali,Pack,Malaysia,5,MYS
1444,Maruchan,Cup,USA,3.5,USA
1443,Nongshim,Pack,USA,4.25,USA
1442,Maggi,Pack,Singapore,3.5,SGP
1441,Nissin,Bowl,USA,3.5,USA
1440,Wu-Mu,Pack,Taiwan,3,TWN
1439,Adabi,Pack,Malaysia,3.5,MYS
1438,Maruchan,Pack,Japan,3.5,JPN
1437,Knorr,Pack,Hong Kong,3,HKG
1436,Chencun,Cup,China,3.5,CHN
1435,Maggi,Pack,Singapore,4,SGP
1434,Maggi,Cup,Malaysia,3.5,MYS
1433,Maggi,Pack,Singapore,3.75,SGP
1432,Maggi,Pack,Singapore,5,SGP
1431,Maggi,Pack,Singapore,5,SGP
1430,Samyang Foods,Bowl,South Korea,4,PRK
1429,Nissin,Pack,Colombia,3.5,COL
1428,Myojo,Pack,Japan,3,JPN
1427,Osaka Ramen,Bowl,USA,3.75,USA
1426,Ottogi,Bowl,South Korea,4,PRK
1425,Hao Way,Pack,Malaysia,4.5,MYS
1424,Sainsbury's,Pack,UK,1.5,UK
1423,Vina Acecook,Pack,Vietnam,3,VNM
1422,Nissin,Tray,USA,3,USA
1421,Nongshim,Cup,China,2.75,CHN
1420,Maruchan,Pack,Japan,3.75,JPN
1419,Vifon,Cup,Vietnam,3.5,VNM
1418,Ottogi,Pack,South Korea,1,PRK
1417,Sau Tao,Pack,Taiwan,1.75,TWN
1416,Myojo,Pack,Japan,2,JPN
1415,Chewy,Pack,Hong Kong,0.5,HKG
1414,Paldo,Pack,South Korea,5,PRK
1413,Chering Chang,Pack,Taiwan,5,TWN
1412,Chewy,Pack,Hong Kong,4,HKG
1411,A-Sha Dry Noodle,Pack,Taiwan,4,TWN
1410,Adabi,Pack,Malaysia,3.25,MYS
1409,Baixiang Noodles,Pack,China,3.5,CHN
1408,Pamana,Cup,Philippines,3.5,PHL
1407,Annie Chun's,Pack,USA,5,USA
1406,La Fonte,Pack,Indonesia,3.75,IDN
1405,Maggi,Pack,India,3.75,IND
1404,Thai Choice,Cup,Thailand,4,THA
1403,Tesco,Cup,UK,0.5,UK
1402,Pop Bihun,Pack,Indonesia,3.75,IDN
1401,Myojo,Tray,Japan,3.75,JPN
1400,Pulmuone,Pack,South Korea,3.75,PRK
1399,Vina Acecook,Bowl,Vietnam,3.75,VNM
1398,Nissin,Pack,Singapore,3,SGP
1397,Wu-Mu,Pack,Taiwan,4,TWN
1396,Oyatsu,Pack,Japan,4.75,JPN
1395,Snapdragon,Bowl,USA,4.25,USA
1394,Paldo,Pack,South Korea,4.5,PRK
1393,Saji,Pack,Malaysia,4.25,MYS
1392,Miracle Noodle,Pack,USA,4,USA
1391,Shan,Pack,Pakistan,3.5,PAK
1390,Indomie,Pack,Indonesia,4.75,IDN
1389,Tiger Tiger,Pack,UK,1.75,UK
1388,Paldo,Pack,South Korea,3.75,PRK
1387,Takamori Kosan,Pack,Japan,4,JPN
1386,Takamori Kosan,Pack,Japan,4.5,JPN
1385,Takamori Kosan,Pack,Japan,3.75,JPN
1384,Takamori Kosan,Pack,Japan,3,JPN
1383,Takamori Kosan,Pack,Japan,4.75,JPN
1382,Takamori Kosan,Pack,Japan,4.75,JPN
1381,Takamori Kosan,Pack,Japan,5,JPN
1380,Takamori Kosan,Pack,Japan,3.75,JPN
1379,Takamori Kosan,Pack,Japan,4,JPN
1378,Takamori Kosan,Pack,Japan,5,JPN
1377,Takamori Kosan,Pack,Japan,4.25,JPN
1376,Takamori Kosan,Pack,Japan,3.75,JPN
1375,Takamori Kosan,Pack,Japan,4,JPN
1374,Tokyo Noodle,Pack,Japan,3.25,JPN
1373,Tesco,Cup,UK,2,UK
1372,Samyang Foods,Cup,South Korea,3.75,PRK
1371,Campbell's,Cup,Canada,0,CAN
1370,Papa,Pack,Thailand,3.25,THA
1369,A-Sha Dry Noodle,Pack,Taiwan,3.25,TWN
1368,Nissin,Cup,Germany,3,DEU
1367,Sawadee,Pack,UK,1.5,UK
1366,Nongshim,Cup,USA,4.25,USA
1365,Four Seas,Bowl,Hong Kong,3.5,HKG
1364,Golden Wheat,Bowl,China,1.75,CHN
1363,Sau Tao,Pack,Hong Kong,2.75,HKG
1362,Mamee,Pack,Malaysia,3.5,MYS
1361,Mamee,Pack,Malaysia,5,MYS
1360,Mamee,Pack,Malaysia,3.75,MYS
1359,Mamee,Cup,Malaysia,5,MYS
1358,Mamee,Pack,Malaysia,4,MYS
1357,Mamee,Cup,Malaysia,5,MYS
1356,Mamee,Pack,Malaysia,3.25,MYS
1355,Mamee,Pack,Malaysia,3.25,MYS
1354,Mamee,Cup,Malaysia,4.75,MYS
1353,Mamee,Pack,Malaysia,3.75,MYS
1352,Mamee,Pack,Malaysia,3.75,MYS
1351,Mamee,Pack,Malaysia,4,MYS
1350,Mamee,Pack,Malaysia,5,MYS
1349,Mamee,Cup,Malaysia,4.5,MYS
1348,Mamee,Pack,Malaysia,3.75,MYS
1347,Paldo,Pack,South Korea,4,PRK
1346,Oyatsu,Pack,Japan,3.75,JPN
1345,Lotus Foods,Pack,USA,2.25,USA
1344,Lotus Foods,Pack,USA,4,USA
1343,Lotus Foods,Pack,USA,3.25,USA
1342,Ah Lai,Pack,Malaysia,4.5,MYS
1341,Plats Du Chef,Bowl,Canada,5,CAN
1340,Indomie,Pack,Indonesia,2.75,IDN
1339,Kin-Dee,Tray,Thailand,3.75,THA
1338,Batchelors,Pack,UK,1.5,UK
1337,Sakura Noodle,Pack,USA,4.25,USA
1336,Shirakiku,Pack,USA,3.75,USA
1335,Sakura Noodle,Pack,USA,4,USA
1334,Sakura Noodle,Pack,USA,3.75,USA
1333,Sakura Noodle,Pack,USA,3.75,USA
1332,Sakura Noodle,Pack,USA,3.75,USA
1331,Indomie,Pack,Indonesia,3.75,IDN
1330,Sapporo Ichiban,Tray,Japan,5,JPN
1329,Vifon,Cup,Vietnam,1.25,VNM
1328,A-Sha Dry Noodle,Pack,Taiwan,3.75,TWN
1327,Unif,Pack,China,3,CHN
1326,Mamee,Pack,Malaysia,3.75,MYS
1325,Koka,Cup,Singapore,3.25,SGP
1324,Ruski,Pack,Thailand,3.5,THA
1323,Golden Wheat,Pack,China,2,CHN
1322,Hi-Myon,Pack,South Korea,4,PRK
1321,Takamori Kosan,Pack,Japan,3.75,JPN
1320,Mama,Cup,Thailand,3.75,THA
1319,Adabi,Pack,Malaysia,4.25,MYS
1318,Nissin,Bowl,Japan,4,JPN
1317,Ve Wong,Pack,Taiwan,2.5,TWN
1316,Ottogi,Pack,South Korea,2.75,PRK
1315,Sainsbury's,Pack,UK,2.75,UK
1314,Paldo,Pack,South Korea,5,PRK
1313,Healtimie,Pack,Indonesia,3.25,IDN
1312,Maruchan,Pack,Japan,3.75,JPN
1311,Pop Bihun,Pack,Indonesia,4,IDN
1310,Thai Kitchen,Tray,USA,3,USA
1309,Yum Yum,Cup,Thailand,3.75,THA
1308,Nongshim,Pack,South Korea,5,PRK
1307,Nissin,Cup,Japan,3.75,JPN
1306,Koka,Pack,Singapore,2.5,SGP
1305,A-Sha Dry Noodle,Pack,Taiwan,3.75,TWN
1304,Nissin,Pack,Hong Kong,4.75,HKG
1303,Western Family,Cup,Canada,1.5,CAN
1302,Mama,Pack,Thailand,5,THA
1301,Knorr,Pack,Hong Kong,3.25,HKG
1300,Samyang Foods,Pack,South Korea,5,PRK
1299,Mr. Noodles,Cup,Canada,1,CAN
1298,Good Tto Leu Foods,Bowl,South Korea,4,PRK
1297,GaGa,Pack,Indonesia,3.25,IDN
1296,Wu-Mu,Pack,Taiwan,3.5,TWN
1295,Wu-Mu,Pack,Taiwan,3.25,TWN
1294,Thai Choice,Cup,Thailand,3,THA
1293,Myojo,Pack,Singapore,4.25,SGP
1292,Nissin,Cup,Colombia,3,COL
1291,A-One,Cup,Vietnam,3.25,VNM
1290,Nongshim,Tray,South Korea,4.5,PRK
1289,JML,Pack,China,4,CHN
1288,Sau Tao,Bowl,Hong Kong,3.75,HKG
1287,Kimura,Pack,Japan,5,JPN
1286,Batchelors,Pack,UK,3.25,UK
1285,Lucky Me!,Bowl,Philippines,3.25,PHL
1284,Thai Kitchen,Tray,USA,4.25,USA
1283,Nongshim,Cup,South Korea,4,PRK
1282,Koka,Pack,Singapore,2.75,SGP
1281,Tokachimen Koubou,Bowl,Japan,2.25,JPN
1280,Deshome,Pack,Taiwan,5,TWN
1279,Ko-Lee,Pack,UK,3.5,UK
1278,Ottogi,Pack,South Korea,3.25,PRK
1277,Vifon,Pack,Vietnam,2,VNM
1276,Adabi,Pack,Malaysia,4.25,MYS
1275,Wu-Mu,Pack,Taiwan,4.5,TWN
1274,Wu-Mu,Pack,Taiwan,3.75,TWN
1273,Sainsbury's,Pack,UK,3.25,UK
1272,Samyang Foods,Pack,South Korea,3.5,PRK
1271,Prima Taste,Pack,Singapore,5,SGP
1270,Ko-Lee,Pack,UK,5,UK
1269,Chewy,Pack,Hong Kong,2.5,HKG
1268,Wu-Mu,Pack,Taiwan,3.25,TWN
1267,ABC,Cup,Indonesia,3.75,IDN
1266,ABC,Cup,Indonesia,4,IDN
1265,ABC,Cup,Indonesia,3.75,IDN
1264,ABC,Cup,Indonesia,4.25,IDN
1263,Nissin,Cup,Japan,4.25,JPN
1262,ABC,Cup,Indonesia,3.75,IDN
1261,Eat & Go,Cup,Indonesia,3.75,IDN
1260,ABC,Pack,Indonesia,5,IDN
1259,Eat & Go,Cup,Indonesia,3.75,IDN
1258,President,Pack,Indonesia,4.5,IDN
1257,ABC,Cup,Indonesia,4,IDN
1256,Eat & Go,Cup,Indonesia,4.25,IDN
1255,Thai Choice,Cup,Thailand,3.25,THA
1254,Four Seas,Bowl,Hong Kong,2.75,HKG
1253,Nissin,Tray,USA,3.75,USA
1252,Tesco,Pack,UK,2.25,UK
1251,Mama,Pack,Thailand,3.5,THA
1250,Samyang Foods,Bowl,South Korea,3.75,PRK
1249,Nissin,Cup,Colombia,2.75,COL
1248,Wu-Mu,Pack,Taiwan,4,TWN
1247,Maruchan,Pack,Japan,4,JPN
1246,Annie Chun's,Pack,USA,4,USA
1245,Sau Tao,Pack,Hong Kong,3.5,HKG
1244,Unif,Pack,China,3.75,CHN
1243,Nissin,Pack,Hong Kong,1.75,HKG
1242,Thai Pavilion,Tray,USA,4,USA
1241,Nissin,Pack,Japan,3.75,JPN
1240,Maggi,Pack,Malaysia,4,MYS
1239,SuperMi,Pack,Indonesia,4,IDN
1238,Sapporo Ichiban,Pack,Japan,5,JPN
1237,Mama,Pack,Thailand,3.5,THA
1236,Emart,Cup,South Korea,3.25,PRK
1235,Nissin,Pack,Hong Kong,3.75,HKG
1234,Sainsbury's,Pack,UK,2.75,UK
1233,Nissin,Pack,Colombia,3.25,COL
1232,GaGa,Pack,Indonesia,3.25,IDN
1231,A-Sha Dry Noodle,Pack,Taiwan,3.75,TWN
1230,Saji,Pack,Malaysia,4,MYS
1229,Kumamoto,Pack,Japan,2.5,JPN
1228,Maruchan,Pack,Japan,3.75,JPN
1227,Mr. Noodles,Bowl,Canada,0.5,CAN
1226,Master Kong,Bowl,China,3.75,CHN
1225,Nissin,Tray,USA,3.75,USA
1224,HoMyeonDang,Pack,South Korea,4,PRK
1223,Sawadee,Pack,Malaysia,2.5,MYS
1222,Nissin,Cup,Germany,3.75,DEU
1221,ABC,Pack,Indonesia,4.5,IDN
1220,Nissin,Cup,Japan,3,JPN
1219,Tokyo Noodle,Pack,Japan,3.5,JPN
1218,Sau Tao,Pack,China,3.75,CHN
1217,Doll,Cup,Hong Kong,3.5,HKG
1216,Batchelors,Pack,UK,1,UK
1215,GaGa,Cup,Indonesia,4.75,IDN
1214,Eat & Go,Cup,Indonesia,5,IDN
1213,Nan Jie Cun,Tray,China,0.5,CHN
1212,Ruski,Pack,Thailand,3.5,THA
1211,Nissin,Bowl,Hong Kong,3,HKG
1210,A-Sha Dry Noodle,Pack,Taiwan,4,TWN
1209,Batchelors,Pack,UK,3.25,UK
1208,Golden Wheat,Pack,China,3.5,CHN
1207,Nissin,Bowl,Japan,5,JPN
1206,CHN Best,Pack,Taiwan,1,TWN
1205,Mama,Pack,Thailand,3.5,THA
1204,Nissin,Cup,Colombia,3.5,COL
1203,GaGa,Pack,Indonesia,3.5,IDN
1202,Sugakiya Foods,Pack,Japan,3.25,JPN
1201,A-Sha Dry Noodle,Pack,Taiwan,4.25,TWN
1200,Men-Sunaoshi,Pack,Japan,3.75,JPN
1199,Mama,Pack,Thailand,3.75,THA
1198,Samyang Foods,Pack,South Korea,5,PRK
1197,Nissin,Cup,Japan,4.5,JPN
1196,Nissin,Bowl,USA,3.5,USA
1195,Sawadee,Pack,Malaysia,2.5,MYS
1194,Paldo,Bowl,South Korea,4,PRK
1193,Nissin,Cup,Germany,3.75,DEU
1192,Wu-Mu,Pack,Taiwan,3.75,TWN
1191,GaGa,Pack,Indonesia,4,IDN
1190,Sanrio,Bowl,Japan,3.75,JPN
1189,Acecook,Bowl,Japan,5,JPN
1188,Chencun,Cup,China,3,CHN
1187,Nongshim,Cup,South Korea,3.5,PRK
1186,Nissin,Pack,Colombia,3.75,COL
1185,Sainsbury's,Pack,UK,3.25,UK
1184,Sapporo Ichiban,Cup,Japan,3.5,JPN
1183,Paldo,Pack,South Korea,5,PRK
1182,Ko-Lee,Pack,UK,3.75,UK
1181,Samyang Foods,Pack,South Korea,4,PRK
1180,Wei Lih,Pack,Taiwan,3.75,TWN
1179,Myojo,Pack,Japan,4.25,JPN
1178,Nongshim,Cup,USA,5,USA
1177,ABC,Pack,Indonesia,4,IDN
1176,Maruchan,Pack,Japan,3.5,JPN
1175,Healtimie,Pack,Indonesia,4.25,IDN
1174,Itomen,Pack,Japan,4,JPN
1173,Pop Bihun,Pack,Indonesia,3.5,IDN
1172,Koyo,Pack,USA,2.75,USA
1171,Tiger Tiger,Pack,UK,3,UK
1170,Acecook,Cup,Japan,3.75,JPN
1169,Mr. Noodles,Cup,Canada,1.75,CAN
1168,Nissin,Bowl,Japan,3.25,JPN
1167,Kabuto Noodles,Cup,UK,3.75,UK
1166,Unif,Bowl,Taiwan,5,TWN
1165,Nissin,Tray,USA,3.75,USA
1164,Mr. Noodles,Bowl,Canada,2,CAN
1163,Chewy,Pack,China,3.25,CHN
1162,Nissin,Pack,Japan,4.75,JPN
1161,GaGa,Pack,Indonesia,3.75,IDN
1160,Samyang Foods,Pack,South Korea,3.75,PRK
1159,Peyang,Tray,Japan,5,JPN
1158,Nissin,Bowl,Hong Kong,4,HKG
1157,Golden Wonder,Cup,UK,4.25,UK
1156,Vifon,Pack,Vietnam,3.75,VNM
1155,Komforte Chockolates,Bar,USA,5,USA
1154,Golden Wheat,Pack,China,3.5,CHN
1153,Wu-Mu,Pack,Taiwan,4,TWN
1152,Sapporo Ichiban,Pack,Japan,4,JPN
1151,Asian Thai Foods,Pack,Nepal,3.75,NPL
1150,Asian Thai Foods,Pack,Nepal,3.5,NPL
1149,Asian Thai Foods,Pack,Nepal,3.5,NPL
1148,Asian Thai Foods,Pack,Nepal,3.5,NPL
1147,Asian Thai Foods,Pack,Nepal,3.5,NPL
1146,Asian Thai Foods,Pack,Nepal,3.5,NPL
1145,Asian Thai Foods,Pack,Nepal,3.75,NPL
1144,Asian Thai Foods,Pack,Nepal,3.5,NPL
1143,Asian Thai Foods,Pack,Nepal,4.25,NPL
1142,Asian Thai Foods,Pack,Nepal,4,NPL
1141,Asian Thai Foods,Pack,Nepal,3.25,NPL
1140,Asian Thai Foods,Pack,Nepal,5,NPL
1139,Asian Thai Foods,Pack,Nepal,3.75,NPL
1138,Tablemark,Pack,Japan,4.75,JPN
1137,Koka,Pack,Singapore,3.75,SGP
1136,Nissin,Pack,Japan,5,JPN
1135,Indomie,Pack,Indonesia,4.25,IDN
1134,Hi-Myon,Pack,South Korea,4,PRK
1133,Kamfen,Pack,Hong Kong,3.75,HKG
1132,Tesco,Cup,UK,1.5,UK
1131,Wei Lih,Pack,Taiwan,3.75,TWN
1130,Nissin,Cup,USA,3.5,USA
1129,Oyatsu,Pack,Japan,3.5,JPN
1128,Lucky Me!,Pack,Philippines,3.25,PHL
1127,Campbell's,Cup,Canada,2.75,CAN
1126,GaGa,Pack,Indonesia,4,IDN
1125,Myojo,Pack,USA,5,USA
1124,Samyang Foods,Bowl,South Korea,4.25,PRK
1123,Maruchan,Pack,Japan,4.25,JPN
1122,Nagao Noodle,Pack,Japan,4.25,JPN
1121,Sau Tao,Pack,China,3.75,CHN
1120,ABC,Pack,Indonesia,4.75,IDN
1119,Ko-Lee,Pack,UK,3.75,UK
1118,Mr. Noodles,Bowl,Canada,2.75,CAN
1117,Thai Pavilion,Tray,USA,4.25,USA
1116,Tokyo Noodle,Pack,Japan,5,JPN
1115,Nissin,Tray,USA,3.75,USA
1114,Maitri,Pack,Indonesia,4,IDN
1113,Samyang Foods,Cup,South Korea,3.5,PRK
1112,Mama,Pack,Thailand,3.75,THA
1111,Golden Wheat,Pack,China,3.25,CHN
1110,GS25,Pack,South Korea,4.5,PRK
1109,La Fonte,Box,Indonesia,4.25,IDN
1108,Chencun,Cup,China,3.5,CHN
1107,Nissin,Bowl,Hong Kong,3.5,HKG
1106,Nissin,Bowl,Japan,4.5,JPN
1105,Nongshim,Tray,South Korea,5,PRK
1104,Western Family,Pack,Canada,3.5,CAN
1103,Myojo,Tray,Japan,5,JPN
1102,Batchelors,Pack,UK,3,UK
1101,Eat & Go,Cup,Indonesia,4.25,IDN
1100,Baltix,Pack,Estonia,3.75,EST
1099,Baltix,Pack,Estonia,3.25,EST
1098,Tropicana Slim,Pack,Indonesia,3.75,IDN
1097,Amianda,Pack,Taiwan,3.75,TWN
1096,Amianda,Pack,Taiwan,3.5,TWN
1095,Amianda,Pack,Taiwan,3.25,TWN
1094,Amianda,Pack,Taiwan,4.25,TWN
1093,Amianda,Pack,Taiwan,4.5,TWN
1092,Amianda,Pack,Taiwan,5,TWN
1091,Amianda,Pack,Taiwan,4,TWN
1090,Amianda,Pack,Taiwan,3.25,TWN
1089,Amianda,Pack,Taiwan,4.25,TWN
1088,Amianda,Pack,Taiwan,3.75,TWN
1087,MyKuali,Pack,Malaysia,5,MYS
1086,Sawadee,Pack,UK,3,UK
1085,Vina Acecook,Pack,Vietnam,3.5,VNM
1084,Mr. Noodles,Cup,Canada,1.5,CAN
1083,Nissin,Cup,Japan,4.75,JPN
1082,Indomie,Pack,Indonesia,4.5,IDN
1081,Deshome,Pack,Taiwan,3.25,TWN
1080,Deshome,Pack,Taiwan,3.5,TWN
1079,Deshome,Pack,Taiwan,5,TWN
1078,Deshome,Pack,Taiwan,3.75,TWN
1077,Deshome,Pack,Taiwan,5,TWN
1076,Deshome,Pack,Taiwan,3.75,TWN
1075,Deshome,Pack,Taiwan,5,TWN
1074,Deshome,Pack,Taiwan,4.25,TWN
1073,Deshome,Pack,Taiwan,3.75,TWN
1072,Deshome,Pack,Taiwan,4,TWN
1071,Nissin,Pack,Japan,4,JPN
1070,HoMyeonDang,Pack,South Korea,4,PRK
1069,Nissin,Bowl,Japan,5,JPN
1068,Koka,Pack,Singapore,3.75,SGP
1067,Nissin,Cup,Japan,3.75,JPN
1066,Tasty Bite,Pack,USA,3.5,USA
1065,Tasty Bite,Pack,USA,4.25,USA
1064,Tasty Bite,Pack,USA,4,USA
1063,Tasty Bite,Pack,USA,3.75,USA
1062,Tasty Bite,Pack,USA,3.75,USA
1061,Tasty Bite,Pack,USA,4,USA
1060,Star Anise Foods,Pack,USA,3.75,USA
1059,Mamee,Pack,Malaysia,3.25,MYS
1058,A-Sha Dry Noodle,Pack,Taiwan,4,TWN
1057,A-Sha Dry Noodle,Pack,Taiwan,3.5,TWN
1056,A-Sha Dry Noodle,Pack,Taiwan,5,TWN
1055,A-Sha Dry Noodle,Pack,Taiwan,5,TWN
1054,A-Sha Dry Noodle,Pack,Taiwan,3.75,TWN
1053,A-Sha Dry Noodle,Pack,Taiwan,4,TWN
1052,A-Sha Dry Noodle,Pack,Taiwan,4.25,TWN
1051,Maruchan,Pack,Japan,3.75,JPN
1050,Knorr,Pack,Hong Kong,3,HKG
1049,Mr. Noodles,Bowl,Canada,2,CAN
1048,Ottogi,Cup,South Korea,3.5,PRK
1047,New Touch,Tray,Japan,4,JPN
1046,Myojo,Pack,USA,4,USA
1045,Nissin,Tray,USA,3.5,USA
1044,Nongshim,Bowl,China,3.25,CHN
1043,Chewy,Pack,China,3,CHN
1042,Nongshim,Pack,China,5,CHN
1041,Ko-Lee,Pack,UK,4,UK
1040,Western Family,Pack,Canada,1,CAN
1039,Maruchan,Bowl,USA,4.25,USA
1038,Itomen,Pack,Japan,4.25,JPN
1037,Emart,Pack,South Korea,4,PRK
1036,Golden Wheat,Bowl,China,3.5,CHN
1035,Wei Lih,Bowl,Taiwan,3.5,TWN
1034,Western Family,Cup,Canada,2.25,CAN
1033,Nissin,Cup,Japan,3.75,JPN
1032,Mama,Pack,Thailand,4,THA
1031,HoMyeonDang,Pack,South Korea,4,PRK
1030,Samyang Foods,Pack,South Korea,3.75,PRK
1029,Samyang Foods,Pack,South Korea,5,PRK
1028,Samyang Foods,Pack,South Korea,4,PRK
1027,Samyang Foods,Bowl,South Korea,4,PRK
1026,Samyang Foods,Pack,South Korea,3.75,PRK
1025,Samyang Foods,Pack,South Korea,3.75,PRK
1024,HoMyeonDang,Pack,South Korea,3.5,PRK
1023,Samyang Foods,Pack,South Korea,4.5,PRK
1022,HoMyeonDang,Pack,South Korea,5,PRK
1021,Samyang Foods,Pack,South Korea,4.25,PRK
1020,Samyang Foods,Bowl,South Korea,4.75,PRK
1019,Samyang Foods,Pack,South Korea,4,PRK
1018,Samyang Foods,Pack,South Korea,4.25,PRK
1017,Samyang Foods,Pack,South Korea,3.75,PRK
1016,Nissin,Cup,USA,3.5,USA
1015,Tradition,Pack,USA,2.75,USA
1014,Nissin,Bowl,Japan,4.25,JPN
1013,Vina Acecook,Pack,Vietnam,3.5,VNM
1012,Unox,Pack,Holland,3.5,NLD
1011,Maruchan,Bowl,USA,4,USA
1010,Golden Wheat,Bowl,China,3.75,CHN
1009,Western Family,Cup,Canada,2,CAN
1008,Ottogi,Bowl,South Korea,3.5,PRK
1007,Nissin,Bowl,Hong Kong,4.5,HKG
1006,Amino,Pack,Poland,4,POL
1005,Four Seas,Bowl,China,2.75,CHN
1004,Wai Wai,Pack,Thailand,3,THA
1003,Nissin,Tray,USA,4.5,USA
1002,Mr. Noodles,Bowl,Canada,2,CAN
1001,Paldo,Pack,South Korea,3.5,PRK
1000,Maruchan,Tray,USA,4.25,USA
999,Pot Noodle,Cup,UK,1.5,UK
998,Nongshim,Cup,South Korea,4.5,PRK
997,Sakurai Foods,Pack,Japan,4.25,JPN
996,Maruchan,Bowl,USA,4,USA
995,Ko-Lee,Pack,UK,3,UK
994,Wai Wai,Pack,Thailand,3.25,THA
993,Unox,Pack,Holland,3.5,NLD
992,Prima Taste,Pack,Singapore,5,SGP
991,Prima Taste,Pack,Singapore,5,SGP
990,Nissin,Tray,USA,2.75,USA
989,GS25,Pack,South Korea,4,PRK
988,Amino,Pack,Poland,3.25,POL
987,Trident,Pack,Australia,2.75,AUS
986,Paldo,Pack,South Korea,4,PRK
985,Ko-Lee,Cup,UK,1,UK
984,Sun Noodle,Tray,USA,5,USA
983,Sun Noodle,Tray,USA,3.75,USA
982,Sun Noodle,Tray,USA,5,USA
981,S&S,Pack,USA,4,USA
980,Sun Noodle,Tray,USA,4,USA
979,Sun Noodle,Tray,USA,4,USA
978,Sun Noodle,Tray,USA,5,USA
977,Sun Noodle,Pack,USA,4.5,USA
976,Nissin,Bowl,Japan,4,JPN
975,Ottogi,Bowl,South Korea,4.5,PRK
974,Pot Noodle,Cup,UK,2.25,UK
973,Annie Chun's,Pack,USA,4,USA
972,Springlife,Pack,China,3,CHN
971,Annie Chun's,Bowl,USA,4.25,USA
970,Annie Chun's,Tray,USA,2,USA
969,Annie Chun's,Bowl,USA,4,USA
968,Annie Chun's,Tray,USA,3,USA
967,Annie Chun's,Bowl,USA,4.5,USA
966,Annie Chun's,Pack,USA,4,USA
965,Annie Chun's,Tray,USA,3.75,USA
964,Nissin,Bowl,Japan,5,JPN
963,Pot Noodle,Cup,UK,3.25,UK
962,Nongshim,Bowl,USA,4.25,USA
961,Trident,Pack,Australia,2.75,AUS
960,Nissin,Bowl,USA,3.25,USA
959,Sakurai Foods,Pack,Japan,3.25,JPN
958,Sakurai Foods,Bowl,Japan,4.25,JPN
957,Sakurai Foods,Pack,Japan,4.25,JPN
956,Sakurai Foods,Pack,Japan,5,JPN
955,Sakurai Foods,Bowl,Japan,4,JPN
954,Sakurai Foods,Pack,Japan,3.25,JPN
953,Sakurai Foods,Pack,Japan,4.75,JPN
952,Pot Noodle,Cup,UK,3.5,UK
951,Vifon,Pack,Poland,4,POL
950,Ottogi,Cup,South Korea,3.75,PRK
949,Ko-Lee,Pack,UK,3.5,UK
948,Trident,Pack,Australia,3.5,AUS
947,Maruchan,Tray,USA,4,USA
946,Right Foods,Cup,USA,1.75,USA
945,Pot Noodle,Cup,UK,2.75,UK
944,Wai Wai,Pack,Thailand,3,THA
943,Amino,Pack,Poland,3.25,POL
942,Kamfen,Pack,China,3.25,CHN
941,Ko-Lee,Pack,UK,3.75,UK
940,Wai Wai,Pack,Thailand,3.5,THA
939,Pot Noodle,Cup,UK,3.75,UK
938,Maruchan,Tray,USA,3.75,USA
937,Mama,Pack,Thailand,3.75,THA
936,Yamachan,Pack,USA,5,USA
935,Maruchan,Cup,USA,3.5,USA
934,Nongshim,Pack,USA,5,USA
933,Paldo,Cup,South Korea,4.5,PRK
932,Paldo,Pack,South Korea,5,PRK
931,Kamfen,Tray,China,3.75,CHN
930,Maruchan,Cup,USA,3.5,USA
929,Vina Acecook,Pack,Vietnam,3.75,VNM
928,Kamfen,Tray,China,4,CHN
927,Paldo,Bowl,South Korea,4.75,PRK
926,Ibumie,Pack,Malaysia,2.75,MYS
925,Emart,Pack,South Korea,3.75,PRK
924,Maruchan,Pack,USA,3.75,USA
923,Ibumie,Pack,Malaysia,3.5,MYS
922,Sunlee,Bowl,Thailand,1.25,THA
921,Ottogi,Bowl,South Korea,3.5,PRK
920,Shirakiku,Pack,USA,3,USA
919,Maruchan,Pack,USA,3.5,USA
918,Nongshim,Cup,South Korea,4.5,PRK
917,Vina Acecook,Pack,Vietnam,3.25,VNM
916,Goku Uma,Bowl,Japan,4.25,JPN
915,Wai Wai,Pack,Thailand,3.5,THA
914,Nissin,Pack,Japan,4,JPN
913,Nongshim,Cup,South Korea,4.25,PRK
912,Maruchan,Cup,USA,3.75,USA
911,Nissin,Pack,USA,3.75,USA
910,Paldo,Bowl,South Korea,4.25,PRK
909,Indomie,Pack,Indonesia,4.25,IDN
908,Sapporo Ichiban,Cup,USA,3.5,USA
907,Nongshim,Cup,South Korea,4,PRK
906,Daddy,Pack,Malaysia,5,MYS
905,Tradition,Cup,USA,3.25,USA
904,Myojo,Tray,Japan,4.75,JPN
903,Han's PRK,Tray,South Korea,3.5,PRK
902,Sunlee,Bowl,Thailand,3.25,THA
901,Sarimi,Pack,Indonesia,3.5,IDN
900,Maruchan,Cup,USA,3.5,USA
899,FMF,Pack,Fiji,4.25,Fiji
898,Long Kow,Cup,China,1.5,CHN
897,FMF,Pack,Fiji,4,Fiji
896,Vina Acecook,Pack,Vietnam,3.5,VNM
895,SuperMi,Pack,Indonesia,5,IDN
894,Han's PRK,Tray,South Korea,3,PRK
